adj_left adj_right conseq_pro_3 conseq_pro_4 conseq_pro_>4 num_words pro sent_id shift swap
22 12 0 0 0 35 15 18111 35 0
11 7 0 0 0 19 9 14907 25 6
15 8 0 0 0 24 11 17407 26 2
1 1 0 0 0 3 2 39947 3 0
9 9 0 0 0 19 9 8635 19 0
15 3 0 0 0 19 8 23000 19 0
3 4 0 0 0 8 5 4897 8 0
5 3 0 0 0 9 4 26370 9 0
8 5 0 0 0 14 7 26394 14 0
5 5 0 0 0 11 6 4980 11 0
4 8 0 0 0 13 7 12239 13 0
1 2 0 0 0 4 3 12515 4 0
9 4 0 0 0 14 7 3967 14 0
4 6 0 0 0 11 5 3738 11 0
14 7 0 0 0 22 11 8511 28 6
1 4 0 0 0 6 3 32232 6 0
16 5 0 0 0 22 13 467 30 8
15 8 0 0 0 24 12 11684 24 0
5 10 0 0 0 16 7 35966 16 0
10 4 0 0 0 15 10 4172 16 1
6 11 0 0 0 18 8 8171 18 0
13 16 0 0 0 30 13 9249 30 0
2 5 0 0 0 8 2 37420 8 0
24 18 0 0 0 43 17 16000 43 0
10 10 0 0 0 21 8 13622 21 0
17 3 0 0 0 21 8 30591 21 0
5 3 0 0 0 9 5 33371 9 0
12 25 0 0 0 38 18 26735 38 0
9 8 0 0 0 18 8 1554 21 3
16 6 0 0 0 23 11 18825 23 0
8 11 0 0 0 20 10 38358 20 0
23 15 0 0 0 39 19 33985 39 0
16 2 0 0 0 19 7 13596 19 0
24 20 0 0 0 45 20 28278 45 0
12 13 0 0 0 26 11 11445 26 0
1 1 0 0 0 3 3 1970 3 0
20 9 0 0 0 30 16 39623 46 16
14 9 0 0 0 24 12 11321 30 6
18 15 0 0 0 34 14 34031 34 0
0 0 0 0 0 1 1 33874 1 0
21 3 0 0 0 25 12 26399 37 12
6 8 0 0 0 15 9 275 15 0
16 23 0 0 0 40 15 20957 40 0
1 0 0 0 0 2 2 13932 2 0
4 7 0 0 0 12 5 36358 12 0
3 3 0 0 0 7 4 22392 7 0
9 10 0 0 0 20 10 34194 20 0
15 3 0 0 0 19 11 6963 19 0
11 1 0 0 0 13 8 35537 13 0
3 2 0 0 0 6 5 5273 6 0
5 4 0 0 0 10 5 23931 14 4
5 7 0 0 0 13 5 25585 13 0
2 1 0 0 0 4 2 3642 4 0
19 22 0 0 0 42 18 28174 42 0
0 5 0 0 0 6 3 6177 6 0
3 3 0 0 0 7 3 9308 7 0
12 1 0 0 0 14 6 1996 19 5
6 4 0 0 0 11 6 37765 11 0
9 0 0 0 0 10 4 38678 10 0
3 6 0 0 0 10 6 18808 10 0
1 3 0 0 0 5 3 10493 5 0
7 0 0 0 0 8 5 28371 8 0
17 22 0 0 0 40 18 7944 40 0
7 11 0 0 0 19 8 20764 22 3
4 7 0 0 0 12 9 4155 13 1
1 1 0 0 0 3 3 36194 3 0
1 2 0 0 0 4 4 1948 4 0
8 0 0 0 0 9 3 36558 9 0
5 1 0 0 0 7 4 7971 7 0
21 8 0 0 0 30 15 33804 35 5
10 7 0 0 0 18 9 32316 18 0
16 14 0 0 0 31 16 29939 43 12
0 1 0 0 0 2 2 14036 2 0
21 11 0 0 0 33 16 37426 33 0
19 14 0 0 0 34 13 4523 45 11
5 1 0 0 0 7 4 16215 7 0
0 0 0 0 0 1 1 32401 1 0
28 13 0 0 0 42 25 19839 46 4
9 6 0 0 0 16 7 3786 16 0
7 5 0 0 0 13 6 21938 13 0
11 6 0 0 0 18 9 25551 18 0
6 10 0 0 0 17 11 9605 18 1
10 2 0 0 0 13 8 37858 13 0
3 6 0 0 0 10 6 38227 10 0
26 14 0 0 0 41 18 4641 41 0
0 2 0 0 0 3 3 18142 3 0
11 9 0 0 0 21 12 15618 23 2
0 0 0 0 0 1 1 29360 1 0
9 15 0 0 0 25 10 14448 25 0
6 5 0 0 0 12 6 15914 12 0
32 17 0 0 0 50 24 6015 50 0
5 1 0 0 0 7 4 7074 7 0
5 8 0 0 0 14 7 30312 23 9
4 11 0 0 0 16 7 25897 18 2
15 20 0 0 0 36 13 25330 36 0
16 11 0 0 0 28 14 9720 28 0
4 3 0 0 0 8 5 9392 8 0
12 8 0 0 0 21 11 19078 31 10
2 5 0 0 0 8 3 24518 8 0
12 2 0 0 0 15 6 30000 15 0
3 3 0 0 0 7 3 14777 7 0
0 1 0 0 0 2 2 17314 2 0
9 1 0 0 0 11 6 31832 11 0
13 16 0 0 0 30 13 4101 46 16
3 3 0 0 0 7 2 37283 7 0
7 7 0 0 0 15 8 40168 15 0
20 6 0 0 0 27 5 35755 27 0
3 1 0 0 0 5 4 14576 5 0
6 13 0 0 0 20 11 39820 26 6
9 4 0 0 0 14 6 14668 17 3
14 9 0 0 0 24 11 36710 24 0
21 7 0 0 0 29 9 6757 45 16
7 8 0 0 0 16 7 6249 16 0
4 2 0 0 0 7 4 15090 7 0
1 1 0 0 0 3 2 1651 3 0
7 3 0 0 0 11 6 34693 17 6
28 17 0 0 0 46 25 30935 47 1
21 6 0 0 0 28 14 26047 30 2
6 11 0 0 0 18 9 6214 23 5
9 4 0 0 0 14 7 3152 14 0
21 13 0 0 0 35 15 39914 35 0
15 14 0 0 0 30 15 4898 30 0
19 12 0 0 0 32 15 1450 32 0
5 7 0 0 0 13 5 31587 15 2
18 9 0 0 0 28 12 8939 28 0
12 1 0 0 0 14 9 27063 14 0
1 0 0 0 0 2 2 1818 2 0
8 12 0 0 0 21 10 32199 21 0
18 16 0 0 0 35 14 14259 36 1
3 9 0 0 0 13 4 30980 13 0
14 15 0 0 0 30 14 14010 32 2
4 5 0 0 0 10 5 3896 11 1
20 14 0 0 0 35 13 13092 38 3
7 4 0 0 0 12 6 37945 12 0
6 9 0 0 0 16 7 4432 16 0
7 0 0 0 0 8 5 6673 8 0
7 2 0 0 0 10 6 6952 10 0
0 4 0 0 0 5 4 21026 5 0
0 4 0 0 0 5 3 1590 5 0
0 2 0 0 0 3 3 12001 3 0
16 17 0 0 0 34 12 35952 34 0
10 9 0 0 0 20 10 28964 24 4
12 9 0 0 0 22 11 5583 24 2
5 0 0 0 0 6 4 34100 6 0
12 3 0 0 0 16 6 23406 19 3
13 9 0 0 0 23 11 26169 23 0
22 7 0 0 0 30 13 15960 30 0
4 10 0 0 0 15 7 10905 15 0
12 3 0 0 0 16 8 21179 16 0
7 1 0 0 0 9 5 22136 12 3
2 2 0 0 0 5 2 24288 5 0
1 0 0 0 0 2 2 9990 2 0
14 19 0 0 0 34 16 1537 34 0
7 0 0 0 0 8 4 38344 8 0
6 8 0 0 0 15 6 5757 15 0
15 16 0 0 0 32 15 22416 44 12
7 4 0 0 0 12 6 16787 20 8
6 3 0 0 0 10 5 27052 10 0
23 18 0 0 0 42 15 24541 47 5
19 11 0 0 0 31 16 24943 34 3
11 7 0 0 0 19 11 6915 19 0
4 2 0 0 0 7 5 19910 7 0
10 9 0 0 0 20 9 18659 23 3
14 2 0 0 0 17 9 21818 17 0
0 4 0 0 0 5 3 2401 5 0
1 0 0 0 0 2 2 9010 2 0
7 5 0 0 0 13 6 28120 13 0
13 6 0 0 0 20 11 6715 20 0
19 12 0 0 0 32 14 25665 53 21
5 5 0 0 0 11 6 16679 11 0
5 1 0 0 0 7 5 25394 7 0
16 12 0 0 0 29 13 24729 34 5
16 6 0 0 0 23 10 25890 25 2
9 4 0 0 0 14 7 4592 15 1
16 6 0 0 0 23 11 35980 28 5
12 4 0 0 0 17 9 8956 17 0
5 5 0 0 0 11 5 11866 15 4
0 0 0 0 0 1 1 29503 1 0
0 0 0 0 0 1 1 8411 1 0
5 15 0 0 0 21 8 18993 21 0
12 6 0 0 0 19 8 21625 23 4
12 11 0 0 0 24 10 28044 24 0
5 4 0 0 0 10 7 16212 10 0
5 8 0 0 0 14 6 21584 14 0
11 0 0 0 0 12 6 9076 12 0
10 2 0 0 0 13 6 8796 13 0
14 4 0 0 0 19 11 16189 19 0
0 0 0 0 0 1 1 25053 1 0
4 9 0 0 0 14 7 33843 14 0
4 4 0 0 0 9 4 2440 13 4
7 2 0 0 0 10 6 14180 10 0
9 8 0 0 0 18 9 33593 18 0
8 4 0 0 0 13 6 29268 19 6
12 15 0 0 0 28 14 15561 43 15
23 13 0 0 0 37 19 21015 46 9
4 5 0 0 0 10 4 7265 10 0
6 3 0 0 0 10 5 4237 10 0
5 7 0 0 0 13 5 32372 13 0
1 0 0 0 0 2 2 8521 2 0
10 6 0 0 0 17 10 21421 17 0
13 7 0 0 0 21 9 9912 21 0
15 13 0 0 0 29 14 5285 29 0
12 6 0 0 0 19 10 1857 19 0
26 18 0 0 0 45 17 4600 76 31
11 7 0 0 0 19 8 24501 21 2
6 7 0 0 0 14 7 6913 14 0
3 2 0 0 0 6 4 13165 6 0
6 5 0 0 0 12 4 15351 12 0
2 4 0 0 0 7 3 23625 7 0
14 5 0 0 0 20 8 28286 23 3
6 5 0 0 0 12 5 16636 12 0
9 2 0 0 0 12 8 27240 12 0
17 13 0 0 0 31 14 10576 31 0
4 4 0 0 0 9 4 95 9 0
24 15 0 0 0 40 14 6989 40 0
15 3 0 0 0 19 10 11937 19 0
14 8 0 0 0 23 12 37548 26 3
8 8 0 0 0 17 7 32073 25 8
21 9 0 0 0 31 19 29301 33 2
13 7 0 0 0 21 11 21198 21 0
26 14 0 0 0 41 19 9458 42 1
15 8 0 0 0 24 10 13163 27 3
4 2 0 0 0 7 4 25742 7 0
8 6 0 0 0 15 6 37602 28 13
0 2 0 0 0 3 3 38226 3 0
2 1 0 0 0 4 3 1809 4 0
1 0 0 0 0 2 2 22369 2 0
7 5 0 0 0 13 7 10561 13 0
9 7 0 0 0 17 8 36122 20 3
8 6 0 0 0 15 7 131 15 0
2 4 0 0 0 7 4 32855 7 0
0 0 0 0 0 1 1 23818 1 0
4 6 0 0 0 11 6 15025 11 0
18 9 0 0 0 28 13 20975 28 0
3 4 0 0 0 8 5 11070 8 0
18 5 0 0 0 24 13 33281 27 3
14 5 0 0 0 20 13 18594 20 0
19 8 0 0 0 28 17 27422 28 0
4 0 0 0 0 5 1 8426 5 0
2 1 0 0 0 4 3 38512 4 0
10 6 0 0 0 17 7 19746 17 0
18 10 0 0 0 29 12 31290 29 0
15 3 0 0 0 19 12 37123 19 0
28 15 0 0 0 44 22 26076 44 0
4 4 0 0 0 9 4 32204 9 0
4 15 0 0 0 20 9 8810 20 0
0 5 0 0 0 6 3 12387 6 0
6 1 0 0 0 8 5 38125 8 0
5 6 0 0 0 12 6 30951 16 4
10 11 0 0 0 22 11 33555 22 0
5 3 0 0 0 9 7 14978 11 2
9 8 0 0 0 18 7 39567 18 0
6 1 0 0 0 8 6 1167 8 0
9 5 0 0 0 15 9 21776 15 0
20 8 0 0 0 29 13 26388 31 2
14 1 0 0 0 16 8 16251 16 0
11 9 0 0 0 21 9 4975 21 0
6 11 0 0 0 18 9 23488 18 0
1 3 0 0 0 5 2 7781 5 0
10 18 0 0 0 29 14 8622 29 0
16 10 0 0 0 27 16 15260 29 2
11 10 0 0 0 22 9 12316 24 2
13 6 0 0 0 20 13 24835 26 6
4 7 0 0 0 12 5 14870 30 18
12 9 0 0 0 22 10 36733 23 1
13 10 0 0 0 24 10 29448 24 0
13 4 0 0 0 18 9 38917 18 0
3 0 0 0 0 4 1 29703 4 0
4 6 0 0 0 11 6 26642 15 4
9 10 0 0 0 20 11 24316 20 0
7 0 0 0 0 8 6 33142 8 0
0 2 0 0 0 3 2 25360 3 0
1 0 0 0 0 2 1 7848 2 0
13 4 0 0 0 18 12 5943 20 2
7 4 0 0 0 12 6 7117 16 4
8 5 0 0 0 14 9 15555 14 0
9 2 0 0 0 12 6 34658 16 4
2 1 0 0 0 4 3 7919 4 0
2 6 0 0 0 9 3 14724 9 0
19 8 0 0 0 28 14 33485 28 0
3 5 0 0 0 9 4 15520 9 0
4 6 0 0 0 11 4 6786 14 3
10 10 0 0 0 21 10 5117 21 0
14 13 0 0 0 28 12 25780 30 2
12 15 0 0 0 28 15 25572 28 0
7 0 0 0 0 8 3 10892 8 0
0 1 0 0 0 2 2 27570 2 0
5 13 0 0 0 19 9 1361 19 0
5 3 0 0 0 9 6 242 13 4
18 18 0 0 0 37 15 31203 38 1
18 15 0 0 0 34 15 259 38 4
0 0 0 0 0 1 1 24059 1 0
8 2 0 0 0 11 6 12503 11 0
22 5 0 0 0 28 14 35835 28 0
17 6 0 0 0 24 14 14467 24 0
11 15 0 0 0 27 12 37723 27 0
0 1 0 0 0 2 2 28661 2 0
9 7 0 0 0 17 8 719 17 0
3 0 0 0 0 4 2 29405 4 0
5 4 0 0 0 10 4 16057 10 0
42 14 0 0 0 57 23 27865 58 1
14 12 0 0 0 27 12 20932 27 0
13 8 0 0 0 22 10 20584 22 0
0 0 0 0 0 1 1 20534 1 0
14 5 0 0 0 20 11 34452 20 0
1 2 0 0 0 4 3 22763 4 0
4 1 0 0 0 6 5 20354 6 0
8 7 0 0 0 16 9 36423 16 0
12 12 0 0 0 25 12 37219 25 0
6 10 0 0 0 17 8 2055 17 0
12 5 0 0 0 18 9 29953 18 0
14 8 0 0 0 23 10 15283 24 1
3 1 0 0 0 5 3 13589 5 0
4 3 0 0 0 8 4 25646 8 0
11 14 0 0 0 26 15 1481 29 3
3 8 0 0 0 12 5 34435 12 0
7 8 0 0 0 16 7 22435 16 0
0 2 0 0 0 3 3 1722 3 0
1 2 0 0 0 4 2 32391 4 0
13 12 0 0 0 26 12 33815 26 0
14 11 0 0 0 26 12 32276 26 0
9 9 0 0 0 19 6 40180 19 0
9 7 0 0 0 17 7 38940 17 0
14 16 0 0 0 31 14 12454 32 1
8 1 0 0 0 10 5 324 11 1
11 7 0 0 0 19 9 24056 19 0
14 20 0 0 0 35 15 18755 45 10
5 2 0 0 0 8 6 7840 8 0
4 5 0 0 0 10 5 19565 10 0
5 14 0 0 0 20 10 5372 20 0
15 2 0 0 0 18 9 17185 18 0
11 9 0 0 0 21 11 30048 25 4
7 1 0 0 0 9 5 30133 9 0
10 15 0 0 0 26 12 15613 29 3
13 18 0 0 0 32 13 9047 32 0
4 2 0 0 0 7 4 23022 7 0
1 1 0 0 0 3 2 6605 3 0
3 6 0 0 0 10 5 18744 10 0
7 5 0 0 0 13 6 5549 13 0
16 22 0 0 0 39 18 12314 49 10
0 2 0 0 0 3 3 23693 3 0
13 17 0 0 0 31 12 3447 31 0
6 7 0 0 0 14 7 27680 14 0
23 7 0 0 0 31 6 25576 31 0
11 13 0 0 0 25 10 7645 31 6
11 8 0 0 0 20 9 24553 20 0
17 17 0 0 0 35 18 8903 35 0
18 16 0 0 0 35 16 21186 37 2
1 7 0 0 0 9 3 3870 9 0
5 2 0 0 0 8 4 18782 8 0
13 14 0 0 0 28 11 29930 28 0
24 19 0 0 0 44 21 20276 45 1
2 4 0 0 0 7 3 35685 7 0
7 3 0 0 0 11 7 12608 11 0
14 8 0 0 0 23 11 9567 23 0
2 3 0 0 0 6 3 10548 6 0
14 15 0 0 0 30 14 11313 30 0
2 9 0 0 0 12 6 14406 12 0
7 5 0 0 0 13 7 39920 13 0
7 10 0 0 0 18 8 11181 19 1
10 3 0 0 0 14 7 40270 14 0
3 7 0 0 0 11 5 23706 14 3
10 3 0 0 0 14 5 27249 14 0
10 1 0 0 0 12 4 1595 12 0
4 8 0 0 0 13 6 17085 13 0
31 15 0 0 0 47 19 10294 47 0
4 6 0 0 0 11 6 25463 11 0
6 14 0 0 0 21 9 26191 21 0
0 0 0 0 0 1 1 6208 1 0
11 17 0 0 0 29 14 27747 32 3
4 0 0 0 0 5 3 11234 5 0
12 23 0 0 0 36 16 34013 38 2
11 9 0 0 0 21 9 6718 23 2
27 27 0 0 0 55 21 4398 60 5
19 19 0 0 0 39 16 762 44 5
1 3 0 0 0 5 3 37960 5 0
17 6 0 0 0 24 14 39620 24 0
12 5 0 0 0 18 8 23452 18 0
15 1 0 0 0 17 8 24825 17 0
14 14 0 0 0 29 13 26160 32 3
15 9 0 0 0 25 12 40353 25 0
3 4 0 0 0 8 4 16004 8 0
0 2 0 0 0 3 3 19743 3 0
9 12 0 0 0 22 11 7680 22 0
2 6 0 0 0 9 4 18957 9 0
5 7 0 0 0 13 6 220 13 0
8 6 0 0 0 15 7 32206 23 8
10 13 0 0 0 24 12 30118 24 0
16 14 0 0 0 31 14 18473 32 1
9 14 0 0 0 24 11 38386 26 2
5 10 0 0 0 16 8 11948 16 0
18 7 0 0 0 26 13 28599 26 0
11 6 0 0 0 18 8 26915 18 0
2 2 0 0 0 5 2 15249 5 0
4 1 0 0 0 6 4 18896 6 0
9 2 0 0 0 12 7 10758 12 0
0 0 0 0 0 1 1 10330 1 0
4 6 0 0 0 11 5 21833 11 0
8 13 0 0 0 22 9 39232 25 3
16 5 0 0 0 22 12 29524 22 0
3 7 0 0 0 11 5 5670 11 0
3 1 0 0 0 5 3 17942 5 0
5 0 0 0 0 6 3 27759 6 0
17 18 0 0 0 36 16 10275 46 10
2 5 0 0 0 8 2 12757 8 0
5 16 0 0 0 22 9 22702 22 0
7 10 0 0 0 18 8 4662 18 0
8 12 0 0 0 21 9 5005 21 0
4 1 0 0 0 6 3 13257 6 0
13 12 0 0 0 26 11 20662 27 1
10 12 0 0 0 23 10 6977 23 0
10 3 0 0 0 14 8 20918 14 0
2 2 0 0 0 5 3 38923 5 0
8 6 0 0 0 15 6 8266 15 0
14 10 0 0 0 25 13 12287 25 0
12 9 0 0 0 22 11 32187 24 2
19 3 0 0 0 23 13 24921 23 0
3 3 0 0 0 7 3 36962 7 0
3 3 0 0 0 7 4 12990 7 0
17 10 0 0 0 28 12 11814 29 1
7 2 0 0 0 10 5 14809 10 0
6 8 0 0 0 15 9 33771 18 3
11 16 0 0 0 28 13 27622 66 38
9 2 0 0 0 12 7 1223 12 0
0 0 0 0 0 1 1 3325 1 0
7 1 0 0 0 9 5 31005 9 0
7 1 0 0 0 9 5 13022 9 0
14 8 0 0 0 23 9 12266 23 0
9 9 0 0 0 19 8 32964 19 0
7 3 0 0 0 11 5 33463 11 0
24 8 0 0 0 33 14 19744 33 0
10 3 0 0 0 14 7 28578 14 0
6 7 0 0 0 14 9 40004 16 2
7 7 0 0 0 15 8 28788 15 0
3 3 0 0 0 7 4 30606 7 0
14 18 0 0 0 33 15 30109 35 2
2 0 0 0 0 3 2 38765 3 0
10 7 0 0 0 18 9 3937 18 0
13 7 0 0 0 21 11 26367 21 0
3 2 0 0 0 6 3 8385 6 0
1 1 0 0 0 3 2 27347 3 0
6 5 0 0 0 12 3 37753 12 0
13 10 0 0 0 24 9 3282 24 0
9 5 0 0 0 15 7 35122 15 0
6 4 0 0 0 11 5 40316 17 6
8 13 0 0 0 22 12 7498 22 0
9 10 0 0 0 20 9 30598 20 0
7 8 0 0 0 16 10 26719 16 0
5 10 0 0 0 16 9 15776 18 2
6 4 0 0 0 11 6 10491 11 0
24 16 0 0 0 41 18 24325 47 6
18 15 0 0 0 34 14 27987 35 1
10 4 0 0 0 15 10 1544 15 0
12 3 0 0 0 16 9 22026 16 0
6 3 0 0 0 10 6 2877 13 3
17 0 0 0 0 18 8 1225 18 0
16 10 0 0 0 27 14 36318 27 0
11 10 0 0 0 22 10 15533 30 8
1 0 0 0 0 2 1 21926 2 0
6 4 0 0 0 11 5 29215 11 0
9 8 0 0 0 18 7 6728 18 0
16 6 0 0 0 23 12 30059 30 7
1 0 0 0 0 2 1 30627 2 0
9 8 0 0 0 18 10 9000 18 0
18 17 0 0 0 36 17 37149 39 3
2 4 0 0 0 7 3 25928 10 3
4 0 0 0 0 5 1 22676 5 0
13 9 0 0 0 23 12 13700 29 6
6 3 0 0 0 10 6 15428 10 0
19 8 0 0 0 28 11 9839 28 0
8 6 0 0 0 15 8 26707 15 0
9 3 0 0 0 13 7 18737 13 0
2 5 0 0 0 8 2 20683 8 0
6 4 0 0 0 11 5 10286 11 0
11 5 0 0 0 17 10 33518 20 3
17 7 0 0 0 25 10 38658 25 0
15 11 0 0 0 27 12 29445 34 7
7 5 0 0 0 13 7 27024 13 0
4 2 0 0 0 7 4 14359 7 0
19 11 0 0 0 31 18 33078 36 5
0 0 0 0 0 1 1 38073 1 0
8 15 0 0 0 24 10 9944 26 2
2 3 0 0 0 6 2 39016 6 0
17 10 0 0 0 28 13 36057 28 0
9 6 0 0 0 16 9 34924 22 6
25 26 0 0 0 52 23 4529 53 1
0 0 0 0 0 1 1 32760 1 0
11 14 0 0 0 26 10 23773 26 0
11 14 0 0 0 26 12 1093 35 9
12 6 0 0 0 19 9 9368 21 2
11 10 0 0 0 22 8 15338 22 0
8 4 0 0 0 13 9 12408 13 0
10 15 0 0 0 26 11 36343 28 2
25 25 0 0 0 51 26 23350 51 0
0 0 0 0 0 1 1 23920 1 0
14 4 0 0 0 19 10 218 19 0
11 11 0 0 0 23 12 28684 39 16
11 7 0 0 0 19 9 29615 30 11
9 7 0 0 0 17 11 34278 17 0
11 4 0 0 0 16 7 33467 16 0
25 7 0 0 0 33 14 2695 33 0
12 7 0 0 0 20 8 2261 22 2
2 6 0 0 0 9 5 12285 9 0
8 8 0 0 0 17 7 25957 17 0
3 3 0 0 0 7 5 19366 7 0
6 9 0 0 0 16 6 21790 16 0
9 18 0 0 0 28 12 16940 28 0
31 29 0 0 0 61 25 24258 64 3
22 13 0 0 0 36 17 22838 40 4
4 0 0 0 0 5 1 9001 5 0
4 1 0 0 0 6 3 23848 6 0
6 7 0 0 0 14 7 40368 14 0
11 6 0 0 0 18 8 5923 18 0
12 12 0 0 0 25 13 15566 25 0
35 12 0 0 0 48 18 14145 49 1
10 6 0 0 0 17 9 24191 17 0
9 2 0 0 0 12 5 30114 12 0
14 4 0 0 0 19 10 6265 19 0
6 7 0 0 0 14 7 10954 14 0
20 8 0 0 0 29 12 25951 29 0
3 10 0 0 0 14 6 38461 14 0
18 19 0 0 0 38 16 33059 38 0
9 4 0 0 0 14 6 34248 14 0
12 3 0 0 0 16 8 10698 16 0
0 3 0 0 0 4 4 6395 4 0
4 11 0 0 0 16 7 39413 19 3
12 1 0 0 0 14 6 36927 15 1
11 4 0 0 0 16 9 36132 16 0
4 4 0 0 0 9 4 13338 13 4
7 8 0 0 0 16 7 35855 16 0
11 8 0 0 0 20 9 18436 24 4
11 1 0 0 0 13 7 892 13 0
1 1 0 0 0 3 2 14842 3 0
0 1 0 0 0 2 2 21519 2 0
4 5 0 0 0 10 5 33430 10 0
11 1 0 0 0 13 8 5566 13 0
6 8 0 0 0 15 8 4254 15 0
32 12 0 0 0 45 23 13292 47 2
8 10 0 0 0 19 11 20392 19 0
0 2 0 0 0 3 3 31543 3 0
13 11 0 0 0 25 12 20194 25 0
5 3 0 0 0 9 5 236 9 0
13 14 0 0 0 28 14 2385 33 5
14 13 0 0 0 28 11 32278 28 0
8 3 0 0 0 12 6 25474 12 0
1 3 0 0 0 5 4 22241 5 0
9 6 0 0 0 16 7 29981 16 0
9 11 0 0 0 21 7 35300 21 0
11 10 0 0 0 22 10 10721 23 1
8 4 0 0 0 13 5 10004 13 0
12 7 0 0 0 20 11 24751 20 0
1 1 0 0 0 3 2 31356 3 0
6 10 0 0 0 17 7 22637 17 0
4 6 0 0 0 11 5 13813 11 0
34 33 0 0 0 68 28 33131 69 1
7 2 0 0 0 10 5 9300 10 0
32 6 0 0 0 39 21 38079 39 0
3 7 0 0 0 11 5 2885 11 0
9 7 0 0 0 17 7 40101 17 0
7 6 0 0 0 14 6 35212 23 9
25 7 0 0 0 33 12 39576 33 0
19 17 0 0 0 37 14 13899 42 5
0 5 0 0 0 6 3 11808 6 0
9 5 0 0 0 15 8 5715 24 9
7 1 0 0 0 9 6 13480 9 0
16 17 0 0 0 34 15 15327 36 2
8 7 0 0 0 16 8 35131 22 6
19 15 0 0 0 35 15 13601 41 6
12 3 0 0 0 16 5 16630 24 8
12 10 0 0 0 23 11 7417 27 4
13 5 0 0 0 19 9 27013 19 0
2 1 0 0 0 4 3 35135 4 0
12 17 0 0 0 30 10 4359 30 0
16 9 0 0 0 26 14 493 26 0
14 5 0 0 0 20 11 10368 20 0
8 6 0 0 0 15 7 11374 18 3
4 14 0 0 0 19 9 18426 25 6
0 0 0 0 0 1 1 33310 1 0
4 4 0 0 0 9 4 1547 9 0
18 16 0 0 0 35 16 23138 35 0
8 8 0 0 0 17 8 13604 21 4
16 7 0 0 0 24 10 4065 24 0
0 3 0 0 0 4 3 16227 4 0
12 11 0 0 0 24 12 7403 26 2
3 3 0 0 0 7 4 38431 7 0
9 6 0 0 0 16 7 5458 16 0
5 11 0 0 0 17 6 32980 20 3
7 7 0 0 0 15 8 3904 15 0
1 0 0 0 0 2 2 35401 2 0
7 4 0 0 0 12 5 9552 12 0
23 13 0 0 0 37 18 15999 37 0
9 8 0 0 0 18 8 7459 18 0
12 7 0 0 0 20 8 6082 29 9
12 7 0 0 0 20 9 12433 20 0
8 3 0 0 0 12 7 31164 12 0
19 6 0 0 0 26 14 9731 26 0
21 11 0 0 0 33 13 39525 57 24
7 12 0 0 0 20 10 10799 20 0
11 4 0 0 0 16 7 12883 16 0
13 7 0 0 0 21 8 23162 23 2
5 5 0 0 0 11 5 5436 11 0
8 3 0 0 0 12 5 14756 15 3
26 6 0 0 0 33 14 13669 41 8
6 7 0 0 0 14 6 34771 18 4
16 23 0 0 0 40 17 15445 41 1
0 1 0 0 0 2 2 38341 2 0
9 5 0 0 0 15 8 17914 19 4
8 7 0 0 0 16 9 35600 16 0
4 3 0 0 0 8 3 40311 10 2
6 8 0 0 0 15 7 21640 16 1
11 8 0 0 0 20 9 163 20 0
10 1 0 0 0 12 7 24888 12 0
12 9 0 0 0 22 12 37734 23 1
6 8 0 0 0 15 6 24317 15 0
12 7 0 0 0 20 11 5065 20 0
6 3 0 0 0 10 7 24035 10 0
5 9 0 0 0 15 7 12253 15 0
15 9 0 0 0 25 11 39915 25 0
6 3 0 0 0 10 7 7270 10 0
12 15 0 0 0 28 15 5173 30 2
20 6 0 0 0 27 14 26480 27 0
0 0 0 0 0 1 1 12973 1 0
7 13 0 0 0 21 9 5178 21 0
9 6 0 0 0 16 7 23152 18 2
13 14 0 0 0 28 13 15880 29 1
13 11 0 0 0 25 14 10902 25 0
7 3 0 0 0 11 7 11741 11 0
18 15 0 0 0 34 17 20667 34 0
3 10 0 0 0 14 7 7050 14 0
33 18 0 0 0 52 25 13910 53 1
12 6 0 0 0 19 10 34538 19 0
8 5 0 0 0 14 6 27375 14 0
6 11 0 0 0 18 8 31034 18 0
19 6 0 0 0 26 16 29757 37 11
4 5 0 0 0 10 5 5258 10 0
9 6 0 0 0 16 6 23251 16 0
2 2 0 0 0 5 2 9211 5 0
4 9 0 0 0 14 7 18401 14 0
9 5 0 0 0 15 7 40352 15 0
3 3 0 0 0 7 3 21853 7 0
0 0 0 0 0 1 1 32845 1 0
4 0 0 0 0 5 1 3560 5 0
22 15 0 0 0 38 14 16798 38 0
7 4 0 0 0 12 5 31158 12 0
1 0 0 0 0 2 3 30529 2 0
16 15 0 0 0 32 13 6142 38 6
11 10 0 0 0 22 10 428 22 0
6 11 0 0 0 18 8 6211 18 0
14 6 0 0 0 21 10 17741 33 12
3 4 0 0 0 8 4 21686 8 0
12 11 0 0 0 24 10 25935 24 0
9 4 0 0 0 14 8 30302 14 0
5 11 0 0 0 17 7 39233 17 0
3 2 0 0 0 6 3 30850 6 0
0 1 0 0 0 2 2 17421 2 0
8 5 0 0 0 14 8 4911 15 1
9 5 0 0 0 15 7 13409 15 0
8 7 0 0 0 16 8 1284 16 0
6 4 0 0 0 11 5 23847 11 0
25 9 0 0 0 35 13 8632 46 11
11 8 0 0 0 20 8 36263 20 0
11 7 0 0 0 19 8 27133 21 2
20 13 0 0 0 34 17 36938 41 7
10 7 0 0 0 18 10 40009 18 0
10 4 0 0 0 15 7 11154 15 0
